# Program:featureCounts v2.0.6; Command:"featureCounts" "-O" "-t" "gene" "-g" "gene_name" "-a" "gencode.v41.annotation.gtf" "-o" "counts.txt" "./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam" "./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam" "-T" "20" "-p" 
Geneid	Chr	Start	End	Strand	Length	./SRR5223500_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223505_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223522_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223543_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223547_2.fastq_mappedAligned.sortedByCoord.out.bam	./SRR5223570_2.fastq_mappedAligned.sortedByCoord.out.bam
Y_RNA	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr13;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrY	7982881;8796571;12024012;24625411;26593940;27255464;28422555;28881726;31503631;32286452;37737955;38950825;39881566;39944890;44153385;55484871;64066640;85435175;89020246;93027410;95125511;110764408;147420199;151841736;153726252;153785720;156484098;160326104;165662585;171253906;175022479;180519016;184171714;185257911;185630428;185634073;197685640;202914880;206747980;240154651;246426006;248594925;8328067;23370254;25877496;28985710;32639951;35195969;51107222;62211557;63338263;85264296;91261625;93385711;99791662;111446798;114490724;116452536;148330271;155120490;161699506;164854231;173808489;184315658;185251313;185266535;202070841;211803017;236060677;240341385;240698320;247294835;247997000;248029120;248045788;9615267;20480844;52297995;55286018;69334600;85367585;85434507;120192245;120651273;128067800;137715332;140992543;143897263;170783167;177194983;182828124;201423513;201808681;206025593;207687960;210265963;216351403;222404985;232828653;25008845;25697076;28927243;28972414;32945339;39128826;41857271;43620878;61928634;62726636;64834056;82307067;85332895;85460144;86159956;112579484;121040610;121603073;127829747;128350829;135810169;147472133;152284350;159536244;166123494;172558151;174264878;175176493;183022859;200863152;206701065;233379843;236153071;5086178;27547757;37093133;38125292;38505480;41868998;47931808;61739127;66003839;75964980;101628310;122025195;125528244;127202372;130914340;149094353;165122713;177120691;184086791;195419436;23273807;32045873;38014568;43472477;45903187;48288587;49270132;53290640;57493667;88431191;93967926;101458530;101647421;101955077;106515897;106688678;110727021;120210320;125516979;152449272;153607377;157153548;170244782;171439526;179097731;191641135;193624189;196202349;1683420;2615124;5426885;27223319;37699895;39710085;40826655;41303237;55501595;56818218;75662120;78632273;82944738;83636196;87743952;88330176;112755816;121329069;127028107;140779039;145149537;145958128;153266909;157768013;159064297;166312935;185415973;185709873;39441665;48153434;52786537;55412636;59533786;59833175;61906313;119947131;125362819;139200395;143309466;157064557;144087;10292041;16623004;17117576;23994502;41963868;57169108;79562745;96962656;98936638;128371099;132993099;139554900;149940030;172779982;173052452;173254190;179847035;2184710;10337277;23299155;24910594;31505684;32134738;55040847;65123369;72768702;78317036;79534853;100021804;108891437;132468147;132945342;140019492;150098406;154705626;160008445;168791498;176556704;180909838;7187582;10674658;16232231;17737458;18273165;25287432;30736304;30932618;31402152;31496689;31778817;41917416;79301963;85777639;87826173;89898283;99642237;121378797;128761717;130573996;135474504;151378000;20500175;29750371;31663288;34821445;36672838;38565950;47489067;67625356;75928513;89841329;99526097;106420706;106454828;108060818;119057880;128584390;134283092;136934765;137784374;149631437;4811188;6004283;6212638;7102573;14010669;23491792;36337667;40128121;67297653;69507510;72983360;73403788;75297990;75325959;75353885;75513025;87218611;92202243;100330777;103433461;103434994;115207894;115833273;116909877;136129980;140094697;156186122;10901978;37435115;43096732;73011144;73039085;73067231;73095357;74895816;75381638;76523605;77013583;77041647;77895880;90251923;99936610;102336869;129954693;138175045;140609847;146311720;151916331;152402780;13160178;14332555;38744020;41803349;65592731;66653469;74376687;97772313;99527826;100158868;100185138;113950886;42949388;47805079;68223318;70780914;80484589;94713715;96309221;100755099;102950467;105929126;12885321;19089593;32820261;33830978;37160137;37322259;61642383;65573384;67697076;83992932;93417855;97915690;109324685;110934406;112169286;127470875;130120806;133302470;21160235;33352788;34389943;41672295;61883640;70311607;71902455;75181520;96103079;109042386;114615455;127832635;133337728;6245731;13511206;31756042;34201979;36626015;37303000;68735720;72654165;73082494;73192223;88585638;90880040;92272147;92710499;97421195;100398352;100907174;101952605;110642678;124814958;10232611;17403508;21481716;32056746;37994863;52852607;60081741;68503152;72220752;73346936;74551392;103673158;121846600;124766196;130505106;2372638;10725903;24455911;34189174;40351564;43331261;64296037;72766004;77691650;88099995;93719603;93827622;108084913;118836010;118970498;118994560;129030459;3663815;3665164;8877417;8943380;13686550;33004250;33171381;33196547;47726894;47820200;70705167;75835215;75837544;76404140;108229503;6234345;7784403;7800361;7850717;31506303;32396050;32705403;33982465;38274448;44880868;49132853;50939927;51156868;54099191;60341824;92170353;93460725;96979528;100257688;113156763;113178423;114657949;120504571;123348999;127619336;7976259;8592476;17710934;27752874;42454720;48809911;50743568;62935701;70906917;88430442;93021606;95275770;95617689;101446825;104851824;107650789;108738484;112069104;112149360;122768099;130906838;133238455;28629794;20679411;22867818;31244761;38987281;50086982;55651534;58441844;63621760;67340068;88840165;90177222;99583017;102695388;22852616;28901236;31258608;49592236;49839401;50468397;51253933;63848261;66177527;67617302;69143852;72022407;72853224;73858061;73906316;77821030;89650793;93397139;103725728;30355436;30673750;33722492;34314728;43247680;44843612;45591984;50221888;51884556;52162751;59408905;64652888;65502741;66348276;69406441;100638363;32175247;37050828;39922782;43863893;44697333;45047103;48325558;48995912;49137762;56634038;64111458;64445130;74983274;90977208;99681786;178554;2131851;11315067;14275508;15150697;18397937;30471587;66550457;69191123;439297;14915457;16314112;27722284;30453997;47313027;58083068;68089449;68474553;68885576;74463888;86275429;4186326;17460444;28834722;36285312;38089399;45071442;47557413;48479097;50696644;59260748;62036833;62122320;69985986;75145670;75431990;76319376;77442109;81573490;82417226;7266055;7537096;19649494;30344503;32463374;32830219;38231043;40391232;46215070;49416744;50386145;60748940;61874084;62661621;64390158;67408774;75089862;2621090;2778941;9250110;12760717;21724119;23024596;23456371;24429505;31382317;62330812;8720034;9249649;23582016;32263135;34001698;49871555;50959267;56753226;78544095;6572956;12088245;36203347;36858227;40339059;52259076;56316524;11408772;38294544;40342329;46736312;49566672;56105416;450663;5964538;25214698;29575060;44344839;45004348;50563009;53544615;57311854;2453010;5113993;16670641;18113467;23457584;30309015;34384165;34526510;35853252;36668559;43451159;49920597;5597390;6365955;7092616;7474394;17576798;39344537;6223480;7663911;17527140;23432181;29139283;36986739;19045256;20481158;28303754;29758758;37013225;41045497;41747312;50669804;31230071;36440880;41065554;41648089;42762860;3641443;9874601;11116092;12054824;16912215;18395994;19985058;27252119;50171197;71491066;72284945;96701507;107901145;108676951;109744643;115139030;117914244;118569405;123857062;134142228;136571705;136816477;10061222;12149126;19376774;21872707;23782210;40492844;41316488;44401603;53324562;55582733;68361075;86019608;94178005;106426568;107202577;112661657;7341531	7982983;8796673;12024124;24625513;26594041;27255567;28422655;28881835;31503744;32286561;37738054;38950925;39881678;39944998;44153480;55484972;64066741;85435284;89020365;93027506;95125609;110764506;147420300;151841837;153726353;153785821;156484210;160326216;165662687;171254022;175022580;180519119;184171823;185258015;185630528;185634182;197685740;202914980;206748092;240154772;246426119;248595033;8328179;23370346;25877605;28985810;32640052;35196062;51107331;62211666;63338372;85264402;91261724;93385817;99791753;111446908;114490832;116452627;148330394;155120598;161699607;164854332;173808622;184315765;185251411;185266627;202070943;211803104;236060772;240341477;240698429;247294941;247997096;248029221;248045889;9615373;20480955;52298096;55286128;69334692;85367686;85434619;120192357;120651374;128067901;137715440;140992659;143897361;170783271;177195095;182828221;201423604;201808782;206025697;207688059;210266074;216351504;222405095;232828751;25008946;25697188;28927340;28972521;32945451;39128927;41857372;43620984;61928704;62726740;64834157;82307168;85332996;85460252;86160066;112579584;121040710;121603164;127829852;128350927;135810279;147472243;152284460;159536346;166123597;172558252;174264981;175176586;183022971;200863247;206701185;233379955;236153172;5086279;27547858;37093234;38125394;38505581;41869095;47931914;61739229;66003940;75965069;101628406;122025304;125528349;127202473;130914452;149094462;165122823;177120800;184086903;195419546;23273910;32045979;38014669;43472596;45903298;48288694;49270239;53290751;57493780;88431309;93968020;101458626;101647522;101955185;106515998;106688779;110727121;120210421;125517086;152449384;153607479;157153640;170244881;171439627;179097840;191641237;193624301;196202453;1683529;2615224;5426984;27223427;37700002;39710176;40826765;41303337;55501708;56818314;75662213;78632385;82944845;83636290;87744053;88330278;112755917;121329170;127028219;140779141;145149649;145958240;153267010;157768113;159064398;166313034;185416086;185709967;39441764;48153535;52786638;55412738;59533898;59833276;61906408;119947232;125362929;139200513;143309566;157064663;144197;10292148;16623095;17117686;23994603;41963969;57169209;79562846;96962757;98936747;128371212;132993200;139555001;149940131;172780094;173052555;173254290;179847130;2184820;10337386;23299262;24910695;31505788;32134834;55040945;65123474;72768811;78317137;79534954;100021906;108891546;132468257;132945454;140019592;150098506;154705727;160008546;168791610;176556805;180909927;7187686;10674768;16232330;17737556;18273266;25287533;30736414;30932709;31402250;31496790;31778905;41917526;79302066;85777755;87826285;89898392;99642347;121378898;128761808;130574112;135474609;151378099;20500276;29750472;31663401;34821542;36672944;38566055;47489170;67625464;75928625;89841424;99526205;106420807;106454929;108060930;119057974;128584491;134283193;136934866;137784486;149631549;4811289;6004385;6212740;7102681;14010763;23491893;36337778;40128232;67297754;69507622;72983461;73403889;75298091;75326060;75353986;75513126;87218712;92202334;100330877;103433561;103435092;115207996;115833373;116909964;136130081;140094792;156186223;10902074;37435216;43096844;73011245;73039186;73067332;73095458;74895917;75381739;76523706;77013684;77041748;77895992;90252020;99936711;102336970;129954794;138175136;140609955;146311822;151916418;152402893;13160279;14332663;38744131;41803450;65592820;66653576;74376793;97772425;99527927;100158975;100185239;113950998;42949495;47805179;68223402;70781008;80484683;94713812;96309322;100755195;102950564;105929238;12885417;19089688;32820350;33831078;37160237;37322371;61642494;65573495;67697187;83993033;93417966;97915796;109324796;110934507;112169397;127470987;130120912;133302563;21160336;33352874;34390051;41672406;61883751;70311701;71902550;75181621;96103174;109042487;114615568;127832743;133337824;6245831;13511313;31756136;34202074;36626138;37303109;68735823;72654276;73082595;73192325;88585733;90880179;92272250;92710608;97421307;100398446;100907280;101952704;110642785;124815062;10232712;17403620;21481817;32056839;37994975;52852703;60081854;68503259;72220852;73347048;74551493;103673265;121846700;124766297;130505201;2372750;10726004;24456010;34189275;40351672;43331356;64296138;72766116;77691751;88100105;93719715;93827734;108085014;118836111;118970595;118994655;129030572;3663911;3665259;8877518;8943467;13686658;33004345;33171490;33196637;47726992;47820289;70705269;75835323;75837645;76404252;108229604;6234455;7784511;7800467;7850818;31506404;32396147;32705506;33982566;38274549;44880969;49132947;50940026;51156977;54099302;60341941;92170453;93460826;96979629;100257790;113156861;113178519;114658062;120504659;123349100;127619447;7976360;8592585;17711046;27752986;42454821;48810016;50743684;62935802;70907018;88430550;93021712;95275872;95617786;101446932;104851918;107650892;108738604;112069209;112149472;122768200;130906949;133238549;28629883;20679512;22867917;31244861;38987383;50087083;55651634;58441992;63621871;67340176;88840263;90177330;99583118;102695495;22852728;28901347;31258709;49592337;49839493;50468498;51254023;63848362;66177635;67617415;69143953;72022516;72853331;73858165;73906427;77821142;89650903;93397234;103725825;30355540;30673843;33722596;34314828;43247781;44843724;45592085;50221996;51884653;52162852;59409015;64652989;65502836;66348375;69406552;100638457;32175351;37050930;39922886;43864005;44697430;45047215;48325671;48996022;49137863;56634167;64111569;64445243;74983376;90977305;99681877;178656;2131950;11315178;14275600;15150796;18398036;30471703;66550567;69191223;439397;14915556;16314211;27722392;30454097;47313121;58083168;68089543;68474664;68885677;74463988;86275523;4186424;17460522;28834822;36285413;38089500;45071543;47557514;48479198;50696760;59260846;62036945;62122421;69986094;75145762;75432087;76319473;77442213;81573602;82417321;7266166;7537196;19649587;30344604;32463482;32830329;38231144;40391338;46215171;49416850;50386246;60749046;61874182;62661725;64390263;67408881;75089974;2621201;2779057;9250211;12760818;21724229;23024703;23456467;24429609;31382430;62330913;8720132;9249746;23582121;32263234;34001799;49871666;50959379;56753326;78544188;6573057;12088346;36203459;36858329;40339164;52259187;56316636;11408880;38294636;40342441;46736419;49566772;56105510;450762;5964650;25214798;29575171;44344933;45004454;50563110;53544725;57311958;2453117;5114083;16670742;18113579;23457685;30309126;34384265;34526606;35853364;36668670;43451260;49920694;5597490;6366055;7092716;7474494;17576906;39344628;6223580;7664011;17527247;23432282;29139384;36986851;19045367;20481268;28303850;29758859;37013319;41045591;41747413;50669901;31230172;36440970;41065646;41648190;42762959;3641555;9874701;11116193;12054926;16912317;18396095;19985159;27252235;50171297;71491167;72285045;96701619;107901246;108677057;109744749;115139123;117914345;118569515;123857163;134142340;136571815;136816574;10061323;12149238;19376875;21872808;23782310;40492941;41316589;44401704;53324674;55582834;68361187;86019715;94178106;106426669;107202683;112661768;7341642	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;-;-;-;-;-;-;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	78876	891	515	475	492	525	132
ENSG00000284747	chr1	7991134	8005312	+	14179	134	113	68	61	86	14
ENSG00000284716	chr1	7998187	7999934	-	1748	23	20	8	13	4	0
ERRFI1	chr1	8004404	8026309	-	21906	228	345	160	205	327	72
ERRFI1-DT	chr1	8026738	8122702	+	95965	3	4	6	4	7	0
RPL7AP18	chr1	8057245	8058463	-	1219	2	1	4	4	6	0
ENSG00000229305	chr1	8189824	8192770	+	2947	0	0	0	0	0	0
ENSG00000288816	chr1	8191692	8194926	+	3235	0	0	0	0	0	0
LINC01714	chr1	8201518	8215210	+	13693	0	0	2	0	0	0
RNU1-7P	chr1	8206434	8206597	-	164	0	0	0	0	0	0
ENSG00000233645	chr1	8218190	8220529	-	2340	0	0	0	0	0	0
RNU6-991P	chr1	8292157	8292263	-	107	0	0	0	0	0	0
SLC45A1	chr1	8318114	8344167	+	26054	58	66	30	62	58	12
RERE	chr1	8352397	8848921	-	496525	5528	4619	3065	3478	5141	956
RERE-AS1	chr1	8424645	8435013	+	10369	140	43	128	54	34	16
ENSG00000221083	chr1	8511795	8511919	-	125	0	0	0	0	0	0
ENSG00000270282	chr1	8512653	8513021	+	369	0	0	0	0	0	0
RPL7P11	chr1	8750430	8751087	+	658	3	5	20	3	0	0
RPL7P7	chr1	8786211	8786913	-	703	4	0	2	4	4	0
ENSG00000226545	chr1	8798475	8799506	+	1032	4	0	2	0	0	0
ENSG00000228423	chr1	8805860	8807051	-	1192	0	0	0	2	0	0
RPL23AP19	chr1	8831007	8831375	+	369	0	0	2	0	0	0
ENO1	chr1	8861000	8879190	-	18191	47834	74087	31318	64630	98877	18988
MIR6728	chr1	8866502	8866590	-	89	76	99	41	111	126	38
ENO1-AS1	chr1	8878835	8879894	+	1060	15	11	10	6	4	3
RNU6-304P	chr1	8883427	8883533	-	107	1	0	2	0	2	1
HMGN2P17	chr1	8893409	8894151	+	743	7	2	10	21	2	0
ENSG00000232208	chr1	8907393	8907744	-	352	42	42	96	145	54	24
ENSG00000232663	chr1	8909742	8909904	+	163	3	0	1	5	3	0
CA6	chr1	8945867	8975092	+	29226	1743	1789	1967	2650	1835	550
ENSG00000290109	chr1	8970490	8971244	-	755	140	277	159	285	251	57
RN7SL451P	chr1	8979576	8979874	-	299	0	0	0	0	2	0
SLC2A7	chr1	9002973	9026423	-	23451	2	7	5	9	6	2
SLC2A5	chr1	9035106	9088478	-	53373	0	0	0	4	0	0
ENSG00000252404	chr1	9082696	9082879	+	184	0	0	0	0	0	0
GPR157	chr1	9100305	9129102	-	28798	348	378	196	288	377	122
MIR34AHG	chr1	9148011	9198906	-	50896	10	14	8	18	11	0
MIR34A	chr1	9151668	9151777	-	110	0	0	0	0	0	0
ENSG00000289914	chr1	9162322	9162945	-	624	0	0	0	0	0	0
LNCTAM34A	chr1	9182004	9196284	+	14281	2	8	4	6	3	0
H6PD	chr1	9234774	9271337	+	36564	3674	3284	2340	2468	2420	681
SPSB1	chr1	9292894	9369532	+	76639	148	342	116	121	194	94
ENSG00000284652	chr1	9421098	9422862	-	1765	0	0	0	0	0	0
LINC02606	chr1	9425094	9440564	-	15471	2	0	0	2	2	0
RNA5SP40	chr1	9437669	9437778	-	110	0	0	0	0	0	0
ENSG00000235263	chr1	9501092	9503471	-	2380	0	0	0	0	0	0
SLC25A33	chr1	9539465	9585173	+	45709	758	868	607	621	840	198
ENSG00000231181	chr1	9576427	9576985	+	559	26	12	15	12	9	0
TMEM201	chr1	9588911	9614877	+	25967	511	728	224	440	597	98
PIK3CD	chr1	9629889	9729114	+	99226	22587	12092	10140	12184	6614	1727
PIK3CD-AS1	chr1	9652610	9654586	-	1977	15	18	0	6	4	2
ENSG00000233268	chr1	9660828	9662626	-	1799	2	2	0	0	0	0
PIK3CD-AS2	chr1	9672405	9687583	-	15179	93	36	26	36	52	14
CLSTN1	chr1	9728926	9823984	-	95059	6862	4615	4784	4362	2934	850
MZT1P1	chr1	9780822	9781240	+	419	0	0	0	0	0	0
ENSG00000280113	chr1	9826289	9828271	-	1983	0	0	2	0	0	0
CTNNBIP1	chr1	9848276	9910336	-	62061	364	189	151	214	250	56
ENSG00000223989	chr1	9848318	9850154	+	1837	123	72	69	74	79	14
ENSG00000285701	chr1	9900614	9908034	+	7421	23	5	2	8	4	2
LZIC	chr1	9922113	9943407	-	21295	2634	1972	1314	1589	1993	396
ENSG00000228150	chr1	9942923	9949974	+	7052	87	94	25	52	39	17
NMNAT1	chr1	9943428	9985501	+	42074	391	253	222	244	230	48
RN7SKP269	chr1	9947318	9947636	+	319	1	1	0	0	0	0
TMEM274P	chr1	9950572	9960787	-	10216	8	2	6	0	2	0
MIR5697	chr1	9967381	9967458	+	78	0	0	0	0	0	0
ENSG00000241326	chr1	9983141	9984568	+	1428	133	83	49	56	62	18
RBP7	chr1	9997206	10016021	+	18816	0	1	0	0	0	0
UBE4B	chr1	10032832	10181239	+	148408	3150	2642	2164	2159	2439	558
ENSG00000224340	chr1	10054445	10054781	-	337	0	0	0	0	0	0
PGAM1P11	chr1	10058671	10059648	+	978	0	0	0	0	2	0
RNU6-828P	chr1	10163268	10163374	+	107	0	0	0	0	0	0
KIF1B	chr1	10210570	10381603	+	171034	1506	801	981	921	853	179
ENSG00000264881	chr1	10227718	10227803	+	86	0	0	0	0	0	0
RNU6-37P	chr1	10298966	10299072	+	107	0	0	0	0	0	0
RN7SL731P	chr1	10306465	10306757	+	293	10	19	17	5	14	0
ENSG00000284735	chr1	10381906	10387150	-	5245	13	8	4	2	2	0
ENSG00000284642	chr1	10395416	10397432	+	2017	4	2	4	8	0	0
PGD	chr1	10398592	10420511	+	21920	4552	3888	3024	3968	3894	908
